,cand_nm,contbr_zip,contbr_employer,contbr_occupation,contb_receipt_amt,occ_cat,converted_date,payment_yr
789,"Buttigieg, Pete",20008,TELEPATHY INC.,EXECUTIVE,500.0,leadership,201903,2019
790,"Buttigieg, Pete",20016,U.S DEPARTMENT OF HOMELAND SECURITY,ATTORNEY,250.0,law,201903,2019
791,"Buttigieg, Pete",20019,GOVERNMENT SALES SPECIALISTS,FEDERAL SALES,25.0,sales,201903,2019
792,"Buttigieg, Pete",20005,GEORGETOWN,PROFESSOR,250.0,education,201903,2019
793,"Buttigieg, Pete",20001,WILKINSON BARKER KNAUER LLP,ATTORNEY,1000.0,law,201903,2019
794,"Buttigieg, Pete",20009,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201901,2019
795,"Sanders, Bernard",20005,PAUL HASTINGS LLP,ATTORNEY,100.0,law,201903,2019
797,"Buttigieg, Pete",20037,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201903,2019
798,"Buttigieg, Pete",20008,INTERNET2,GOVERNMENT RELATIONS PROFESSIONAL,250.0,business/gov,201903,2019
803,"Buttigieg, Pete",20036,DRINKER BIDDLE & REATH LLP,ATTORNEY,250.0,law,201903,2019
804,"Buttigieg, Pete",20019,GOVERNMENT SALES SPECIALISTS,FEDERAL SALES,250.0,sales,201903,2019
805,"Buttigieg, Pete",20001,AMERICAN AIRLINES,MANAGING DIRECTOR,500.0,leadership,201903,2019
806,"Sanders, Bernard",20005,PAUL HASTINGS LLP,ATTORNEY,1000.0,law,201902,2019
808,"Buttigieg, Pete",20009,ARLINGTON COUNTTY,LIBRARIAN,250.0,education,201903,2019
809,"Buttigieg, Pete",20009,NATIONAL TREASURY EMPLOYEES UNION,LAWYER,250.0,law,201901,2019
810,"Buttigieg, Pete",20009,NATIONAL TREASURY EMPLOYEES UNION,LAWYER,250.0,law,201903,2019
811,"Buttigieg, Pete",20009,NATIONAL TREASURY EMPLOYEES UNION,LAWYER,500.0,law,201903,2019
812,"Buttigieg, Pete",20001,KALORAMA STAGING LLC,EXECUTIVE,500.0,leadership,201903,2019
813,"Buttigieg, Pete",20010,SPITFIRE,PR,1000.0,other,201903,2019
815,"Sanders, Bernard",20003,NAACP LEGAL DEFENSE & EDUCATIONAL FUND,ATTORNEY,50.5,law,201902,2019
817,"Sanders, Bernard",20526,PEACE CORPS,PLACEMENT OFFICE,3.0,other,201903,2019
818,"Sanders, Bernard",20016,XX,ATTORNEY,250.0,law,201902,2019
822,"Sanders, Bernard",20007,EIN PRESSWIRE,CEO,151.0,leadership,201903,2019
825,"Sanders, Bernard",20007,ZUCKERMAN SPAEDER LLP,IT,3.0,it,201903,2019
832,"Sanders, Bernard",20010,SAFE INC,ADVOCATE,27.0,other,201903,2019
833,"Sanders, Bernard",20002,NOT EMPLOYED,NOT EMPLOYED,15.0,not employed or unknown,201903,2019
840,"Sanders, Bernard",20016,FDIC,LAWYER,27.0,law,201908,2019
841,"Sanders, Bernard",20016,FDIC,LAWYER,27.0,law,201909,2019
842,"Sanders, Bernard",20016,FDIC,LAWYER,27.0,law,201909,2019
848,"Sanders, Bernard",20016,FDIC,LAWYER,9.0,law,201908,2019
851,"Buttigieg, Pete",20010,RAND,RESEARCHER,250.0,science,201903,2019
852,"Buttigieg, Pete",20010,RAND,RESEARCHER,250.0,science,201903,2019
853,"Buttigieg, Pete",20002,DELIVERY ASSOC,CONSULTANT,500.0,business/gov,201902,2019
854,"Buttigieg, Pete",20001,GWU,PROFESSOR,200.0,education,201903,2019
855,"Buttigieg, Pete",20010,NCQA,SENIOR RESEARCH ASSOCIATE,300.0,science,201903,2019
856,"Buttigieg, Pete",20001,CLYDE GROUP,MANAGING DIRECTOR,1000.0,leadership,201903,2019
857,"Buttigieg, Pete",20005,TRAMMELL & COMPANY,CONSULTANT,1000.0,business/gov,201903,2019
862,"Buttigieg, Pete",20010,VERIZON,ATTORNEY,1000.0,law,201903,2019
863,"Buttigieg, Pete",20005,THE SHAKESPEARE THEATRE COMPANY,THEATER DIRECTOR,250.0,leadership,201903,2019
864,"Buttigieg, Pete",20005,THE SHAKESPEARE THEATRE COMPANY,THEATER DIRECTOR,1000.0,leadership,201903,2019
865,"Buttigieg, Pete",20003,FRATELLI GROUP,CONSULTANT,300.0,business/gov,201903,2019
866,"Buttigieg, Pete",20001,KELLEN COMPANY,TECHNOLOGY DIRECTOR,250.0,it,201902,2019
867,"Buttigieg, Pete",20007,CAPLIN & DRYSDALE,LAWYER,100.0,law,201903,2019
868,"Buttigieg, Pete",20024,THE URBAN INSTITUTE,SENIOR PROJECT MANAGER,100.0,leadership,201903,2019
869,"Buttigieg, Pete",20002,THYCOTIC SOFTWARE,PROGRAMMER,250.0,other,201903,2019
870,"Buttigieg, Pete",20003,U.S. SENATE,LAWYER,1000.0,law,201903,2019
871,"Buttigieg, Pete",20007,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201902,2019
872,"Buttigieg, Pete",20007,NOT EMPLOYED,NOT EMPLOYED,100.0,not employed or unknown,201903,2019
873,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,50.0,law,201907,2019
874,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,1.0,law,201907,2019
875,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,54.0,law,201907,2019
876,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,31.66,law,201907,2019
877,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,2.0,law,201907,2019
878,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,2.7,law,201907,2019
879,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,2.7,law,201908,2019
880,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,27.0,law,201908,2019
881,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,10.0,law,201908,2019
882,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,1.0,law,201908,2019
883,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,100.0,law,201909,2019
884,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,27.0,law,201909,2019
885,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,500.0,law,201909,2019
886,"Sanders, Bernard",20015,O'DONOGHUE & O'DONOGHUE,ATTORNEY,68.6,law,201909,2019
889,"Buttigieg, Pete",20007,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201902,2019
890,"Buttigieg, Pete",20009,STANTON CHASE INTERNATIONAL,MANAGING DIRECTOR,250.0,leadership,201903,2019
891,"Buttigieg, Pete",20016,INFORMATION REQUESTED,INFORMATION REQUESTED,2800.0,not employed or unknown,201903,2019
892,"Buttigieg, Pete",20003,BDO,CONSULTING,250.0,business/gov,201903,2019
893,"Buttigieg, Pete",20001,US DEPT OF STATE,PROTOCOL OFFICER,100.0,law,201903,2019
894,"Buttigieg, Pete",20010,WELLS FARGO BANK NA,COMPLIANCE MANAGER,500.0,business/gov,201903,2019
895,"Buttigieg, Pete",20003,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201903,2019
896,"Buttigieg, Pete",20001,BULLY PULPIT INTERACTIVE,CONSULTANT,1000.0,business/gov,201903,2019
898,"Buttigieg, Pete",20024,STOUT RISIUS ROSS LLC,HR DIRECTOR,250.0,leadership,201903,2019
899,"Buttigieg, Pete",20024,STOUT RISIUS ROSS LLC,HR DIRECTOR,67.58,leadership,201903,2019
900,"Buttigieg, Pete",20009,UNICEPTA USA INC.,MEDIA ANALYST,200.0,business/gov,201903,2019
901,"Buttigieg, Pete",20005,NCSBN,GOVERNMENT AFFAIRS,100.0,business/gov,201903,2019
902,"Buttigieg, Pete",20001,US DHHS,ATTORNEY,1200.0,law,201903,2019
903,"Buttigieg, Pete",20009,URBAN ADVENTURES OF WASHINGTON INC.,EXECUTIVE,2700.0,leadership,201902,2019
904,"Buttigieg, Pete",20003,SELF-EMPLOYED,INFORMATION REQUESTED,250.0,not employed or unknown,201903,2019
905,"Buttigieg, Pete",20009,SMARTBRIEF INC.,BUSINESS EXECUTIVE,1000.0,leadership,201903,2019
906,"Buttigieg, Pete",20012,AMERICAN RED CROSS,DEVELOPER,250.0,other,201903,2019
907,"Buttigieg, Pete",20012,AMERICAN RED CROSS,DEVELOPER,100.0,other,201903,2019
908,"Buttigieg, Pete",20016,EDF,NON-PROFIT,100.0,other,201903,2019
909,"Buttigieg, Pete",20008,NOT EMPLOYED,NOT EMPLOYED,1000.0,not employed or unknown,201903,2019
910,"Buttigieg, Pete",20011,NOT EMPLOYED,NOT EMPLOYED,25.0,not employed or unknown,201903,2019
911,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,54.0,not employed or unknown,201907,2019
912,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,27.0,not employed or unknown,201907,2019
913,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,27.0,not employed or unknown,201907,2019
914,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,27.0,not employed or unknown,201907,2019
916,"Buttigieg, Pete",20001,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201903,2019
917,"Buttigieg, Pete",20007,JPMORGAN CHASE INSTITUTE,CHIEF OF STAFF,250.0,leadership,201903,2019
918,"Buttigieg, Pete",20007,NOT EMPLOYED,NOT EMPLOYED,500.0,not employed or unknown,201903,2019
919,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,10.0,not employed or unknown,201908,2019
920,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,27.0,not employed or unknown,201908,2019
921,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,10.0,not employed or unknown,201908,2019
922,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,27.0,not employed or unknown,201909,2019
923,"Sanders, Bernard",20019,NONE,NOT EMPLOYED,50.0,not employed or unknown,201909,2019
924,"Sanders, Bernard",20015,LEXOLUTION,ATTORNEY,27.0,law,201907,2019
925,"Sanders, Bernard",20015,LEXOLUTION,ATTORNEY,10.0,law,201908,2019
926,"Sanders, Bernard",20015,LEXOLUTION,ATTORNEY,27.0,law,201908,2019
927,"Sanders, Bernard",20015,LEXOLUTION,ATTORNEY,50.0,law,201908,2019
928,"Sanders, Bernard",20015,LEXOLUTION,ATTORNEY,27.0,law,201909,2019
929,"Sanders, Bernard",20015,LEXOLUTION,ATTORNEY,27.0,law,201909,2019
931,"Buttigieg, Pete",20003,EDISON INTERNATIONAL,MANAGING DIRECTOR PUBLIC AFFAIRS,500.0,leadership,201903,2019
932,"Buttigieg, Pete",20001,NATIONAL SECURITY ACTION,DIRECTOR,250.0,leadership,201901,2019
933,"Buttigieg, Pete",20001,NATIONAL SECURITY ACTION,DIRECTOR,1000.0,leadership,201903,2019
934,"Buttigieg, Pete",20009,COMMONWEALTH FINANCIAL NETWORK,FINANCIAL ADVISOR,2000.0,other,201903,2019
935,"Buttigieg, Pete",20001,NATIONAL EDUCATION ASSOCIATION,FIELD MANAGER,1000.0,business/gov,201903,2019
936,"Buttigieg, Pete",20037,WILMERHALE,LAWYER,500.0,law,201903,2019
937,"Buttigieg, Pete",20010,M+R STRATEGIC SERVICES,VICE PRESIDENT MEDIA RELATIONS,75.0,leadership,201903,2019
938,"Buttigieg, Pete",20007,NOT EMPLOYED,NOT EMPLOYED,500.0,not employed or unknown,201903,2019
939,"Buttigieg, Pete",20007,NOT EMPLOYED,NOT EMPLOYED,2800.0,not employed or unknown,201903,2019
941,"Buttigieg, Pete",20007,NOT EMPLOYED,NOT EMPLOYED,500.0,not employed or unknown,201903,2019
942,"Buttigieg, Pete",20009,GAC,DIRECTOR,2800.0,leadership,201903,2019
943,"Buttigieg, Pete",20009,GAC,DIRECTOR,2700.0,leadership,201903,2019
944,"Buttigieg, Pete",20016,WORLD COCOA FOUNDATION,PRESIDENT,1000.0,leadership,201903,2019
945,"Buttigieg, Pete",20016,WHISNANT STRATEGIES LLC,MANAGING DIRECTOR,250.0,leadership,201903,2019
946,"Buttigieg, Pete",20016,WHISNANT STRATEGIES LLC,MANAGING DIRECTOR,100.0,leadership,201903,2019
947,"Buttigieg, Pete",20016,WHISNANT STRATEGIES LLC,MANAGING DIRECTOR,63.34,leadership,201903,2019
948,"Buttigieg, Pete",20007,WASHINGTON FINE PROPERTIES,REAL ESTATE,925.0,real estate/construction,201903,2019
949,"Buttigieg, Pete",20007,WASHINGTON FINE PROPERTIES,REAL ESTATE,925.0,real estate/construction,201903,2019
950,"Buttigieg, Pete",20009,US UAE BUSINESS COUNCIL,PRESIDENT,1000.0,leadership,201903,2019
951,"Buttigieg, Pete",20010,SPARK STREET DIGITAL,OWNER,400.0,leadership,201903,2019
952,"Buttigieg, Pete",20007,LIGADO NETWORKS,TELECOMMUNICATIONS,250.0,other,201903,2019
955,"Buttigieg, Pete",20001,PEPSICO,DIRECTOR,250.0,leadership,201903,2019
956,"Buttigieg, Pete",20009,KIRKLAND & ELLIS LLP,LAWYER,250.0,law,201903,2019
957,"Buttigieg, Pete",20005,INFORMATION REQUESTED,INFORMATION REQUESTED,500.0,not employed or unknown,201902,2019
958,"Buttigieg, Pete",20036,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201903,2019
959,"Buttigieg, Pete",20009,PALANTIR,DEPLOYMENT STRATEGIST,250.0,other,201903,2019
960,"Buttigieg, Pete",20003,BUSINESS FINANCE GROUP INC.,LOAN OFFICER,200.0,law,201903,2019
964,"Buttigieg, Pete",20024,CAPITOL ASSOCIATES INC.,HEALTHCARE POLICY CONSULTANT/LOBBYIST,200.0,business/gov,201903,2019
965,"Buttigieg, Pete",20016,SELF-EMPLOYED,BUSINESS OWNER,1000.0,leadership,201903,2019
966,"Buttigieg, Pete",20008,NOT EMPLOYED,NOT EMPLOYED,200.0,not employed or unknown,201903,2019
967,"Buttigieg, Pete",20001,US DHHS,ATTORNEY,1600.0,law,201903,2019
968,"Buttigieg, Pete",20002,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201903,2019
971,"Buttigieg, Pete",20010,COMMITTEE FOR A RESPONSIBLE FEDERAL BU,POLICY ANALYST / LEGISLATIVE ASSOCIATE,250.0,business/gov,201903,2019
972,"Buttigieg, Pete",20016,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201903,2019
973,"Buttigieg, Pete",20001,A WAY HOME AMERICA,ASSOCIATE DIRECTOR PUBLIC POLICY,100.0,leadership,201903,2019
974,"Buttigieg, Pete",20001,END CITIZENS UNITED,POLITICAL DIRECTOR,100.0,leadership,201903,2019
975,"Sanders, Bernard",20024,NOT EMPLOYED,NOT EMPLOYED,6.0,not employed or unknown,201907,2019
976,"Sanders, Bernard",20024,NOT EMPLOYED,NOT EMPLOYED,7.0,not employed or unknown,201907,2019
977,"Sanders, Bernard",20024,NOT EMPLOYED,NOT EMPLOYED,7.0,not employed or unknown,201907,2019
978,"Sanders, Bernard",20024,NOT EMPLOYED,NOT EMPLOYED,90.9,not employed or unknown,201908,2019
979,"Sanders, Bernard",20024,NOT EMPLOYED,NOT EMPLOYED,6.0,not employed or unknown,201908,2019
980,"Sanders, Bernard",20024,NOT EMPLOYED,NOT EMPLOYED,6.0,not employed or unknown,201909,2019
983,"Buttigieg, Pete",20001,NATIONAL GOVERNORS ASSOCIATION,SENIOR ADVISOR TO THE CEO,500.0,leadership,201903,2019
984,"Buttigieg, Pete",20001,NATIONAL GOVERNORS ASSOCIATION,SENIOR ADVISOR TO THE CEO,31.07,leadership,201903,2019
985,"Buttigieg, Pete",20016,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201903,2019
986,"Sanders, Bernard",20016,SELF,ARCHITECT,60.0,real estate/construction,201906,2019
987,"Sanders, Bernard",20017,NUHARBOR SECURITY INC,SECURITY ENGINEER,250.0,it,201906,2019
988,"Sanders, Bernard",20017,NUHARBOR SECURITY INC,SECURITY ENGINEER,549.0,it,201906,2019
989,"Sanders, Bernard",20007,FCPS,TEACHER,27.0,education,201906,2019
990,"Sanders, Bernard",20007,FCPS,TEACHER,27.0,education,201906,2019
991,"Sanders, Bernard",20007,FCPS,TEACHER,27.0,education,201906,2019
992,"Sanders, Bernard",20007,FCPS,TEACHER,15.0,education,201906,2019
993,"Sanders, Bernard",20009,AAO-HNSF,MANAGER,147.0,business/gov,201906,2019
994,"Sanders, Bernard",20008,U.S. SECURITIES AND EXCHANGE COMMISSIO,ATTORNEY,101.0,law,201906,2019
995,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201904,2019
996,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201904,2019
997,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201904,2019
998,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,27.0,not employed or unknown,201904,2019
999,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201904,2019
1000,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201905,2019
1001,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201905,2019
1002,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201905,2019
1003,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,100.0,not employed or unknown,201905,2019
1004,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,20.2,not employed or unknown,201906,2019
1005,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201906,2019
1006,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,27.0,not employed or unknown,201906,2019
1007,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,10.0,not employed or unknown,201906,2019
1008,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,27.0,not employed or unknown,201906,2019
1009,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,8.0,not employed or unknown,201906,2019
1010,"Sanders, Bernard",20010,NOT EMPLOYED,NOT EMPLOYED,5.0,not employed or unknown,201906,2019
1011,"Sanders, Bernard",20001,CONGRESSIONAL BUDGET OFFICE,ECONOMIST,50.0,science,201905,2019
1012,"Sanders, Bernard",20001,CONGRESSIONAL BUDGET OFFICE,ECONOMIST,100.0,science,201906,2019
1013,"Sanders, Bernard",20016,SELF,ARCHITECT,6.0,real estate/construction,201905,2019
1014,"Sanders, Bernard",20016,SELF,ARCHITECT,27.0,real estate/construction,201905,2019
1015,"Sanders, Bernard",20016,SELF,ARCHITECT,27.0,real estate/construction,201905,2019
1016,"Sanders, Bernard",20016,SELF,ARCHITECT,6.0,real estate/construction,201906,2019
1017,"Sanders, Bernard",20016,SELF,ARCHITECT,60.0,real estate/construction,201906,2019
1018,"Sanders, Bernard",20003,NOT EMPLOYED,NOT EMPLOYED,50.0,not employed or unknown,201906,2019
1019,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201904,2019
1020,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201904,2019
1021,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201904,2019
1022,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201904,2019
1023,"Sanders, Bernard",20009,UMD,TEACHER,10.0,education,201904,2019
1024,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201904,2019
1025,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201905,2019
1026,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201905,2019
1027,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201905,2019
1028,"Sanders, Bernard",20009,UMD,TEACHER,27.0,education,201905,2019
1029,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201905,2019
1030,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201905,2019
1031,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201905,2019
1032,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201906,2019
1033,"Sanders, Bernard",20009,UMD,TEACHER,20.2,education,201906,2019
1034,"Sanders, Bernard",20009,UMD,TEACHER,7.0,education,201906,2019
1035,"Sanders, Bernard",20009,UMD,TEACHER,7.0,education,201906,2019
1036,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201906,2019
1037,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201906,2019
1038,"Sanders, Bernard",20009,UMD,TEACHER,3.0,education,201906,2019
1039,"Sanders, Bernard",20009,UMD,TEACHER,27.0,education,201906,2019
1040,"Sanders, Bernard",20005,SOLIDARITY,CONSULTANT,100.0,business/gov,201906,2019
1041,"Sanders, Bernard",20005,SOLIDARITY,CONSULTANT,100.0,business/gov,201906,2019
1042,"Sanders, Bernard",20002,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EARLY CHILDHOOD EDUCATOR,27.0,education,201906,2019
1043,"Sanders, Bernard",20002,QUINN EMANUEL,ATTORNEY,90.0,law,201905,2019
1044,"Sanders, Bernard",20002,QUINN EMANUEL,ATTORNEY,50.0,law,201906,2019
1045,"Sanders, Bernard",20002,QUINN EMANUEL,ATTORNEY,50.0,law,201906,2019
1046,"Sanders, Bernard",20005,HAWKPARTNERS,CONSULTANT,100.0,business/gov,201906,2019
1047,"Sanders, Bernard",20012,NONE,NOT EMPLOYED,60.0,not employed or unknown,201905,2019
1048,"Sanders, Bernard",20012,NONE,NOT EMPLOYED,60.0,not employed or unknown,201906,2019
1049,"Sanders, Bernard",20009,CAPITAL CITY PCS,TEACHER,120.0,education,201906,2019
1050,"Sanders, Bernard",20009,WORLD BANK,LAWYER,250.0,law,201905,2019
1051,"Sanders, Bernard",20003,WERK,CTO,27.0,other,201904,2019
1052,"Sanders, Bernard",20003,WERK,CTO,27.0,other,201905,2019
1053,"Sanders, Bernard",20003,WERK,CTO,27.0,other,201906,2019
1054,"Sanders, Bernard",20003,WERK,CTO,54.0,other,201906,2019
1055,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,100.0,law,201904,2019
1056,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,100.0,law,201904,2019
1057,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,100.0,law,201905,2019
1058,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,15.0,law,201906,2019
1059,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,38.02,law,201906,2019
1060,"Sanders, Bernard",20002,US SECURITIES AND EXCHANGE COMMISSION,ATTORNEY,100.0,law,201906,2019
1061,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,150.0,not employed or unknown,201905,2019
1062,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,27.0,not employed or unknown,201906,2019
1063,"Sanders, Bernard",20024,US EPA,POLICY ANALYST,250.0,business/gov,201906,2019
1064,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201904,2019
1065,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,250.0,not employed or unknown,201904,2019
1066,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,50.0,not employed or unknown,201904,2019
1067,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,3.0,not employed or unknown,201905,2019
1068,"Sanders, Bernard",20016,NOT EMPLOYED,NOT EMPLOYED,100.0,not employed or unknown,201906,2019
1069,"Sanders, Bernard",20002,TEAMSTERS,COMMUNICATIONS,27.0,artist/comm,201905,2019
1070,"Sanders, Bernard",20002,TEAMSTERS,COMMUNICATIONS,54.0,artist/comm,201906,2019
1071,"Sanders, Bernard",20036,OUR REVOLUTION,POLITICAL ORGANIZER,27.0,business/gov,201904,2019
1072,"Sanders, Bernard",20036,OUR REVOLUTION,POLITICAL ORGANIZER,27.0,business/gov,201904,2019
1073,"Sanders, Bernard",20036,OUR REVOLUTION,POLITICAL ORGANIZER,27.0,business/gov,201905,2019
1074,"Sanders, Bernard",20036,OUR REVOLUTION,POLITICAL ORGANIZER,27.0,business/gov,201906,2019
1075,"Sanders, Bernard",20036,OUR REVOLUTION,POLITICAL ORGANIZER,100.0,business/gov,201906,2019
1076,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,27.0,law,201904,2019
1077,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,27.0,law,201904,2019
1078,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,27.0,law,201904,2019
1079,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,100.0,law,201904,2019
1080,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,27.0,law,201905,2019
1081,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,100.0,law,201905,2019
1082,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,100.0,law,201905,2019
1083,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,27.0,law,201906,2019
1084,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,100.0,law,201906,2019
1085,"Sanders, Bernard",20002,WILMERHALE,ATTORNEY,27.0,law,201906,2019
1086,"Sanders, Bernard",20003,NONE,NONE,27.0,other,201906,2019
1087,"Sanders, Bernard",20003,NONE,NONE,6.0,other,201906,2019
1088,"Sanders, Bernard",20003,NONE,NONE,6.0,other,201906,2019
1089,"Sanders, Bernard",20001,EDGE ED,EDUCATOR,100.0,education,201906,2019
1090,"Sanders, Bernard",20010,NCFO 32BJ SEIU,COMMUNICATIONS DIRECTOR,50.0,artist/comm,201906,2019
1091,"Sanders, Bernard",20003,NATIONAL RENEWABLE ENERGY LABORATORY,RESEARCHER,300.0,science,201906,2019
1092,"Sanders, Bernard",20007,SELF,SELF,27.0,other,201904,2019
1093,"Sanders, Bernard",20007,SELF,SELF,27.0,other,201904,2019
1094,"Sanders, Bernard",20007,SELF,SELF,27.0,other,201905,2019
1095,"Sanders, Bernard",20007,SELF,SELF,27.0,other,201906,2019
1096,"Sanders, Bernard",20007,SELF,SELF,7.0,other,201906,2019
1097,"Sanders, Bernard",20007,SELF,SELF,27.0,other,201906,2019
1098,"Sanders, Bernard",20007,SELF,SELF,27.0,other,201906,2019
1099,"Sanders, Bernard",20002,U.S. FEDERAL GOVERNMENT,DATA ANALYST,100.0,business/gov,201906,2019
1100,"Sanders, Bernard",20002,U.S. FEDERAL GOVERNMENT,DATA ANALYST,43.0,business/gov,201906,2019
1101,"Sanders, Bernard",20037,SEMANTICBITS,SCRUMMASTER,100.0,other,201904,2019
1102,"Sanders, Bernard",20037,SEMANTICBITS,SCRUMMASTER,100.0,other,201905,2019
1103,"Sanders, Bernard",20037,SEMANTICBITS,SCRUMMASTER,100.0,other,201906,2019
1104,"Sanders, Bernard",20009,CENSEO CONSULTING,CONSULTANT,27.0,business/gov,201904,2019
